title,roaster,origin,score,price,review_date,aroma,acidity,body,flavor,aftertaste,full_review,url
Colombia Efren Echeverry,Utopian Coffee,"Pitalito, Huila Department, Colombia",94,$25.00/12 ounces,December 2024,9,9,9,9,8,"Blind Assessment: Complex, fruit-driven, vibrant. Passionfruit, cocoa butter, rose hips, lavender, blood orange in aroma and cup. Bright, juicy, phosphoric acidity; very syrupy mouthfeel. Richly aromatic, nuanced finish consolidates to notes of cocoa butter and lavender. Notes: Produced by Efren Echeverry of Las Palmas Coffee, entirely of the Pink Bourbon variety of Arabica, and processed by a variation on the honey method that includes 48 hours of oxidation, followed by a fruit-must inoculation and a 170-hour fermentation. Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information. Bottom Line: An exceptionally complex, balanced Colombia Pink Bourbon, experimentally processed to fun tropical, floral effect. Explore Similar Coffees: Click here for more reviews from Utopian Coffee",https://www.coffeereview.com/review/colombia-efren-echeverry/
Songstress Geisha,Heat Coffee,"Bench-Maji Zone, southern Ethiopia",95,NT $370/8 ounces,January 2025,9,9,9,9,9,"Blind Assessment: Complex, deep-toned, richly sweet. Black cherry, aromatic orchid, cocoa nib, amber, wild honey in aroma and cup. Juicy, sparkling acidity; plush, syrupy mouthfeel. Resonant, coherent, very long finish that fulfills the promise of the cup. Notes: Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by Adam and Rachel Overton. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. It is processed by the natural method (dried in the whole fruit). Heat Coffee is a nano-roaster in Taipei, Taiwan that strives to procure and roast the finest-quality coffee. Visit the Heat Coffee Facebook page for more information. Bottom Line: This pretty washed Gesha draws you in with compelling aromatics and keeps your attention with a range of fruity, floral pleasures. Explore Similar Coffees: Click here for more reviews from Heat Coffee",https://www.coffeereview.com/review/songstress-geisha/
Hong Kong Day Nutty Blend,Coffee By The Grand,Brazil; Colombia; Indonesia,93,HK $150/100 grams,December 2024,9,N/A,8,9,8,"Blind Assessment: Evaluated as espresso. Richly nut-toned, crisply chocolaty. Hazelnut butter, dark chocolate, vanilla bean, date, cedar in aroma and small cup. Crisp, satiny mouthfeel; cedary, vanilla-toned finish. In cappuccino format, deeply sweet, richly nutty, balanced. Notes: A blend of coffees from Brazil, Colombia and Indonesia, roasted for espresso applications. Coffee By The Grand is a culinary center in Hong Kong with shops, restaurants and a bakery. Visit www.lisboa.com.hk for more information. Bottom Line: A rich-toned, deeply sweet espresso blend that’s especially nutty and chocolaty in cappuccino format, with a hazelnut throughline supported by dark chocolate. Explore Similar Coffees: Click here for more reviews from Coffee By The Grand",https://www.coffeereview.com/review/hong-kong-day-nutty-blend/
Liberica Anaerobic Natural,City Boy Coffee,Vietnam,90,$26.50/250 grams,December 2024,8,8,8,8,8,"Blind Assessment: Deeply savory, sweetly tart. Jolly Rancher, hop flowers, halvah, pineapple kefir, hint of sweet soy in aroma and cup. Briskly sweet-savory acidity; crisp, satiny mouthfeel. Savory-leaning finish redolent of halvah and sweet soy. Notes: Produced by five smallholding family farmers, entirely of the Coffea Liberica species, a coffee native to central Africa and long cultivated in parts of Southeast Asia. Processed by the anaerobic natural method, in which whole cherries are fermented in an oxygen-free environment before being dried in the whole fruit. City Boy Coffee is a specialty roaster based in Long Island City, New York. Visit www.cityboycoffee.com for more information. Bottom Line: A uniquely composed, umami-driven Liberica cup, processed anaerobically to highlight the inherent sweet-savory properties of the green coffee — probably unlike any coffee you’ve ever tasted before. Explore Similar Coffees: Click here for more reviews from City Boy Coffee",https://www.coffeereview.com/review/liberica-anaerobic-natural/
LATEST REVIEWS,Backroads Coffee and Tea,N/A,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/415/
Top Mandheling and Brazil Blend,Ba Yang,Indonesia; Brazil,91,NT $210/16 ounces,January 2025,8,8,9,8,8,"Blind Assessment: Earthy-sweet, richly nutty. Cashew butter, fresh humus, dark chocolate, golden raisin, fir in aroma and cup. Briskly sweet-savory acidity; plush, creamy mouthfeel. Nutty finish supported by dark chocolate tones. Notes: A blend comprised of two coffees, a wet-hulled Suatra and a semi-washed Brazil. Ba Yang is a specialty coffee roaster based in New Taipei City, Taiwan.  Visit Ba Yang’s webshop for more information. Bottom Line: A friendly, accessible Sumatra-Brazil blend that might also perform well as espresso given its creamy body and earthy sweetness. Explore Similar Coffees: Click here for more reviews from Ba Yang",https://www.coffeereview.com/review/top-mandheling-and-brazil-blend/
Fincas Las Moritas Pacamara Amarillo,El Gran Cafe,"San Antonio La Paz, El Progreso Department, Guatemala",93,$24.00/12 ounces,December 2024,9,8,9,9,8,"Blind Assessment: Crisply sweet-savory, rich-toned. Baking chocolate, red plum, almond, apple blossom, salted caramel in aroma and cup. Gentle, round acidity; very full, satiny-smooth mouthfeel. Chocolaty finish with undertones of almond and salted caramel. Notes: Produced by Higinio Gómez of Beneficio La Esperanza, from trees of the Yellow Pacamara varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried).  El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit El Gran Cafe’s website for more information. Bottom Line: A pretty Guatemala Pacamara cup characterized by crisp chocolate, stone fruit and floral tones with a throughline of umami-sweet salted caramel. Explore Similar Coffees: Click here for more reviews from El Gran Cafe",https://www.coffeereview.com/review/fincas-las-moritas-pacamara-amarillo/
Hong Kong Night Fruity Blend,Coffee By The Grand,Colombia; Ethiopia; Guatemala,92,HK $150/100 grams,December 2024,8,N/A,8,9,8,"Blind Assessment: Evaluated as espresso. Richly sweet-tart, crisply chocolaty. Raspberry, baking chocolate, brown sugar, orange zest, fresh-cut oak in aroma and small cup. Velvety-smooth mouthfeel; quiet, chocolaty finish with undertones of orange zest. In cappuccino format, raspberry and baking chocolate notes are pleasingly amplified. Notes: A blend of coffees from Colombia, Ethiopia and Guatemala, roasted for espresso applications. Coffee By The Grand is a culinary center in Hong Kong with shops, restaurants and a bakery. Visit www.lisboa.com.hk for more information. Bottom Line: Notes of ripe berries and crisp chocolate commingle throughout this blend’s profile and are especially resonant with milk. Explore Similar Coffees: Click here for more reviews from Coffee By The Grand",https://www.coffeereview.com/review/hong-kong-night-fruity-blend/
LATEST REVIEWS,Taster's Coffee,N/A,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/4/
LATEST REVIEWS,Heady Cup,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/
LATEST REVIEWS,True Coffee Roasters,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/7/
Palila Blend,Big Island Coffee Roasters,Guatemala; other undisclosed origins,93,$20.00/10 ounces,December 2024,8,N/A,9,9,8,"Blind Assessment: Evaluated as espresso. Gently bright, balanced. Hazelnut, cocoa nib, goji berry, candied violet, oak in aroma and cup. Plush, satiny mouthfeel; quiet, nutty and cocoa-toned finish. As cappuccino, richly nut-toned with sweet floral impulses. Notes: A blend of 70% washed Guatemala coffee blended with other undisclosed origins and named after a Hawaiian bird of cultural significance. Big Island Coffee Roasters is an award-winning coffee roaster operated with hands-on passion by Kelleigh Stewart and Brandon von Damitz. Visit www.bigislandcoffeeroasters.com for more information. Bottom Line: A friendly, inviting, well-rounded espresso blend — nutty and sweet in the straight shot and richly cocoa-toned in milk. Explore Similar Coffees: Click here for more reviews from Big Island Coffee Roasters",https://www.coffeereview.com/review/palila-blend/
Wai Meli Morning,Big Island Coffee Roasters,"Kona and Ka’u, Hawai’i; other undisclosed origins",94,$30.00/10 ounces,December 2024,9,N/A,9,9,8,"Blind Assessment: Evaluated as espresso. Delicately aromatic, floral-toned. Freesia, dark chocolate, hazelnut butter, lychee, cedar in aroma and small cup. Syrupy-smooth mouthfeel; crisp, chocolaty finish. In cappuccino format, richly floral, crisply chocolaty and sweetly nutty. Notes: A blend of coffees from Ka’u and Kona, Hawai’i and other undisclosed origins. Big Island Coffee Roasters is an award-winning coffee roaster operated with hands-on passion by Kelleigh Stewart and Brandon von Damitz. Visit www.bigislandcoffeeroasters.com for more information. Bottom Line: A balanced, deep-toned espresso blend that’s complex, multi-layered, and rich, both in the straight shot and in milk. Explore Similar Coffees: Click here for more reviews from Big Island Coffee Roasters",https://www.coffeereview.com/review/wai-meli-morning/
‘Io Blend,Big Island Coffee Roasters,Guatemala; other undisclosed origins,93,$20.00/10 ounces,December 2024,9,N/A,8,9,8,"Blind Assessment: Evaluated as espresso. Richly sweet, gently roast-rounded. Baking chocolate, Fig Newton, gently scorched cedar, gardenia, orange zest in aroma and small cup. Crisp, velvety mouthfeel; chocolaty finish with undertones of gently scorched cedar. In milk, complex and invitingly nuanced with notes of aking chocolate, orange zest, and gardenia. Notes: A blend of 70% washed Guatemala coffee blended with other undisclosed origins and named after a Hawaiian bird of cultural significance. Big Island Coffee Roasters is an award-winning coffee roaster operated with hands-on passion by Kelleigh Stewart and Brandon von Damitz. Visit www.bigislandcoffeeroasters.com for more information Bottom Line: A deftly roasted medium-dark blend that highlights sweet chocolate and rich floral tones in both the straight shot and in cappuccino format. Explore Similar Coffees: Click here for more reviews from Big Island Coffee Roasters",https://www.coffeereview.com/review/io-blend/
LATEST REVIEWS,Bargain Cafe,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/5/
Panama Bambito Estate Geisha,Mostra Coffee,"Volcan Baru, Boquete growing region, Panama",95,$38.75/4 ounces,December 2024,9,9,9,9,9,"Blind Assessment: High-toned, delicately aromatic. Bergamot, star jasmine, Meyer lemon zest, cocoa nib, myrrh in aroma and cup. Bright, sparkling acidity; very smooth, live, silky mouthfeel. Very long, flavor-saturated finish that honors the promise of the cup. Notes: Produced by Priscilla Sitton of Bambito Estate, entirely of the Geisha variety of Arabica, and processed by the washed method, in which the fruit skin and pulp are removed from the beans before drying. Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com. Bottom Line: A beautiful washed Panama Geisha, harmonious and integrated, that leads with notes of stone fruit, lush florals, and cocoa nib. Explore Similar Coffees: Click here for more reviews from Mostra Coffee",https://www.coffeereview.com/review/panama-bambito-estate-geisha/
LATEST REVIEWS,Conscious Cup Coffee Roasters,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/8/
Venture Coffee Blend,Heat Coffee,Ethiopia; Brazil,91,NT $179/8 ounces,January 2025,8,8,9,9,7,"Blind Assessment: Deeply sweet-savory, rich-toned. Dark chocolate, date, fresh-cut fir, cashew butter, gardenia in aroma and cup. Gentle, round acidity; very full, syrupy-smooth mouthfeel. Gently drying finish centered around dark chocolate and fresh-cut fir. Notes: A blend of coffees from Ethiopia and Brazil.  Heat Coffee is a nano-roaster in Taipei, Taiwan that strives to procure and roast the finest-quality coffee. Visit the Heat Coffee Facebook page for more information. Bottom Line: A chocolaty, sweetly wood-framed Ethiopia-Brazil blend that’s full-bodied and rich. Explore Similar Coffees: Click here for more reviews from Heat Coffee",https://www.coffeereview.com/review/venture-coffee-blend/
LATEST REVIEWS,Heat Coffee,N/A,95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/6/
Winter Solstice,Mercurys Coffee Co.,Not disclosed,92,$18.95/12 ounces,December 2024,8,N/A,8,9,8,"Blind Assessment: Evaluated as espresso. Deep-toned, crisply chocolaty. Cocoa powder, nutmeg, golden raisin, fresh-cut fir, orange zest in aroma and small cup. Crisp, velvety mouthfeel; chocolaty, spice-toned finish. In cappuccino format, richly chocolaty with undertones of nutmeg, fir and orange zest. Notes: A blend designed for both drip and espresso applications. Mercurys Coffee Co. is a Bellevue, Washington-based roastery that has 12 cafes throughout the region. Visit www.mercurys.com for more information. Bottom Line: Especially nice as a cappuccino, this medium-dark omni blend is comfortingly familiar — sweet, rich, chocolaty. Explore Similar Coffees: Click here for more reviews from Mercurys Coffee Co.",https://www.coffeereview.com/review/winter-solstice/
Buena Vista Pink Bourbon Colombia,JBC Coffee Roasters,"La Muralla, Huila Department, Colombia",94,$22.00/8 ounces,December 2024,9,9,9,9,8,"Blind Assessment: Delicately pungent, sweetly tart. Rose hips, dried raspberry, cocoa nib, finger lime, marjoram in aroma and cup. Gently bright, balanced acidity; vibrant, sparkling acidity. Crisply tart, berry-toned finish supported by notes of cocoa nib and marjoram. Notes: Produced by Jamir Munoz of Finca Buena Vista, entirely of the Pink Bourbon variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Bottom Line: A nuanced, multilayered washed Colombia Pink Bourbon that leads with dried berry and cocoa nib notes and has undertones of sweet herbs. Explore Similar Coffees: Click here for more reviews from JBC Coffee Roasters",https://www.coffeereview.com/review/buena-vista-pink-bourbon-colombia/
El Salvador Finca Santa Sofia Natural Kenya,Corvus Coffee,"Santa Ana, El Salvador",94,$22.00/8 ounces,December 2024,9,9,8,9,8,"Blind Assessment: Complex, crisply sweet-savory. Sesame seed, dried mulberry, amber, cocoa nib, cedar in aroma and cup. Brightly sweet, gently tart acidity; crisp, silky mouthfeel. Very long, flavor-saturated, deep-toned finish. Notes: Produced by the Pacas Family, entirely of the heirloom Kenya variety of Arabica, and processed by the natural method (dried in the whole fruit). Corvus particularly focuses on processing methods and selective harvesting, which results in small, seasonal micro-lots of uniquely sweet, vibrant and clean flavor profiles. For more information, visit www.corvuscoffee.com. Bottom Line: A melange of berry and umami notes elevate this uniquely composed El Salvador natural cup, redolent of sweet-spicy incense and grounded by a cocoa nib throughline. Explore Similar Coffees: Click here for more reviews from Corvus Coffee",https://www.coffeereview.com/review/el-salvador-finca-santa-sofia-natural-kenya/
Finca Santa Elisa Geisha,El Gran Cafe,"Acatenango, Chimaltenango Department, Guatemala",93,$45.00/12 ounces,December 2024,9,8,9,9,8,"Blind Assessment: High-toned, sweet-tart, cocoa-toned. Cocoa nib, pomegranate, magnolia, lemon verbena, sandalwood in aroma and cup. Sweet-tart structure with brisk acidity; very full, syrupy mouthfeel. The finish consolidates to notes of cocoa nib with undertones of magnolia and lemon verbena. Notes: Produced at Finca Santa Elisa, entirely of the Geisha variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit El Gran Cafe’s website for more information. Bottom Line: A crisply cocoa-toned Guatemala Geisha with a compelling floral throughline alongside sweet, citrusy herb notes. Explore Similar Coffees: Click here for more reviews from El Gran Cafe",https://www.coffeereview.com/review/finca-santa-elisa-geisha-2/
Venezuela La Curva,Red Rooster Coffee Roasters,"Mocoties Valley, Merida State Venezuela",91,$19.00/12 ounces,December 2024,9,8,8,9,7,"Blind Assessment: Crisply sweet-savory. Hop flowers, date, marjoram, satsuma mandarin, salted caramel in aroma and cup. Gently brisk, bittersweet acidity; crisp, velvety mouthfeel. Crisp, sweet-savory finish centered around notes of hop flowers and salted caramel. Notes: Produced by Luis Andrade of Finca La Curva, from trees of the Yellow Catuai and Castilla varieties of Arabica, and processed by the anaerobic washed method, in which in which, after skin and pulp removal, fermentation takes place in a hermetically sealed vessel before the beans are washed and dried. Exported by Caracas Coffee Trade. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information. Bottom Line: A coffee you won’t see often in U.S. shops, this anaerobic Venezuela has a wide-ranging complexity and offers a unique sensory experience through all the basic tastes (sweet, salty, tart, bitter and umami). Explore Similar Coffees: Click here for more reviews from Red Rooster Coffee Roasters",https://www.coffeereview.com/review/venezuela-la-curva/
Finca La Esperanza,El Gran Cafe,"Antigua Department, Guatemala",93,$24.00/12 ounces,December 2024,9,9,8,9,8,"Blind Assessment: Richly sweet, deeply nut-toned. Hazelnut, apricot, tangerine, cedar, jasmine in aroma and cup. Crisp, malic (apple-like) acidity; velvety-smooth mouthfeel. Floral-toned finish supported by rich hazelnut notes. Notes: Produced by Josué Morales of Finca La Esperanza entirely of the Villa Sarchi variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Certified USDA Organic. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit El Gran Cafe’s website for more information. Bottom Line: This Guatemala leads with complex nut and floral tones — quietly confident, deeply expressive. Explore Similar Coffees: Click here for more reviews from El Gran Cafe",https://www.coffeereview.com/review/finca-la-esperanza/
Good Tidings Holiday Sweet,Red Rooster Coffee Roaster,Colombia; Ethiopia,93,$24.00/12 ounces,December 2024,9,9,8,9,8,"Blind Assessment: Sweet-toned, crisply chocolaty. Bing cherry, hazelnut, baking chocolate, toffee, pink grapefruit zest in aroma and cup. Balanced, vibrant acidity; crisp, lightly satiny mouthfeel. Chocolaty, sweetly nutty finish with undertones of pink grapefruit zest. Notes: A blend of coffees from Colombia and Ethiopia (natural, washed and honey-processed). Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information. Bottom Line: A cozy holiday blend with comfortingly familiar notes of sweet-tart stone fruit, crisp chocolate, and rich nuts, complicated by citrus zest and toffee. Explore Similar Coffees: Click here for more reviews from Red Rooster Coffee Roaster",https://www.coffeereview.com/review/good-tidings-holiday-sweet/
LATEST REVIEWS,Coffee By Design,N/A,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/9/
Ethiopia Banko Washed,Red Rooster Coffee Roaster,"Gedeb District, Gedeo Zone, southern Ethiopia",96,$24.00/12 ounces,December 2024,9,9,9,10,9,"Blind Assessment: Elegant, high-toned, sweetly tart. Apricot nectar, almond butter, cocoa nib, bergamot, amber, lemon verbena in aroma and cup. Juicy, citrusy acidity; vibrant, silky-smooth mouthfeel. Long, resonantly sweet, invigoratingly tart finish that fulfills the promise of the cup. Notes: Produced by smallholding farmers, entirely of landrace selections of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and pulp removed before drying). Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information. Bottom Line: The epitome of classic Ethiopia: Stone fruit and cocoa nib serve as a base for complex citrus, sweet herb and rich nut tones — a very pretty, bright and juicy washed cup. Explore Similar Coffees: Click here for more reviews from Red Rooster Coffee Roaster",https://www.coffeereview.com/review/ethiopia-banko-washed/
LATEST REVIEWS,Backroads Coffee and Tea,N/A,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/415/
Ethiopia Anaerobic Worka Sakaro,Red Rooster Coffee Roaster,"Gedeb District, Gedeo Zone, southern Ethiopia",95,$24.00/12 ounces,December 2024,9,9,9,9,9,"Blind Assessment: Fruit-centered, richly chocolaty. Berry melange, chocolate fudge, pink peppercorn, lemon balm, candied violet in aroma and cup. in aroma and cup. Tart, winey acidity; very full, syrupy-smooth mouthfeel. Resonant, long, flavor-saturated finish. Notes: Produced by Ato and Daniel Mijane, from trees of local heirloom varieties of Arabica, and processed by the natural anaerobic method, in which whole fruit is fermented with limited oxygen before drying. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information. Bottom Line: Fruit and chocolate sing a lovely duet in this anaerobic natural Ethiopia — think berries and fudge with a hint of spice and sweet herb notes. Explore Similar Coffees: Click here for more reviews from Red Rooster Coffee Roaster",https://www.coffeereview.com/review/ethiopia-anaerobic-worka-sakaro/
Costa Rica Alma Negra Natural,Red Rooster Coffee Roaster,"Alajuela, Central Valley, Costa Rica",94,$25.00/12 ounces,December 2024,9,9,9,9,8,"Blind Assessment: Intensely sweet, gently tart. Dark caramel, dried plum, lavender, cantaloupe, cocoa nib in aroma and cup. Sparkling acidity; plush, creamy mouthfeel. Finish centers around notes of dark caramel and lavender. Notes: Produced by Doña Francisca and Oscar Chacon of Finca Las Lajas, from trees of the Caturra, Catuai and Villa Sarchi varieties of Arabica, and processed by the natural method (dried in the whole fruit). Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information. Bottom Line: A complex, multi-layered, nuanced Costa Rica black honey, with a plush, viscous body and deeply sweet profile. Explore Similar Coffees: Click here for more reviews from Red Rooster Coffee Roaster",https://www.coffeereview.com/review/costa-rica-alma-negra-natural/
Ayla Bombe Natural,JBC Coffee Roasters,"Sidamo growing region, southern Ethiopia",94,$22.00/12 ounces,December 2024,9,9,9,9,8,"Blind Assessment: Gently fruit-toned, richly floral. Yellow plum, agave syrup, plumeria, nutmeg, cocoa nib in aroma and cup. Crisp citrusy acidity; A clean,plush, syrupy mouthfeel. Resonant finish consolidates to cocoa nib and nutmeg, with undercurrents of plumeria. Notes: Produced by smallholding farmers in the Bensa District of the Sidamo Zone, from selections of landrace varieties of Arabica native to Ethiopia, and processed by the natural method (dried in the whole fruit) at the Ayla Testi Washing Station.JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Bottom Line: A juicy-bright, richly sweet-tart natural-processed Ethiopia, lushly floral and delicately spice-toned. Explore Similar Coffees: Click here for more reviews from JBC Coffee Roasters",https://www.coffeereview.com/review/ayla-bombe-natural/
Colombia Villa Betulia CM Sidra,Corvus Coffee,"Acevedo, Huila Department, Colombia",96,$46.00/8 ounces,December 2024,9,9,9,10,9,"Blind Assessment: Exceptionally aromatic, complex, deeply floral. White rose, mango lassi, almond butter, pink grapefruit, amber in aroma and cup. Intensely sweet structure with
juicy, layered acidity; viscous, creamy-smooth mouthfeel. High-toned, floral, very long finish. Notes: Produced by Luis Anibal Calderon of Finca Betulia, entirely of the Sidra variety of Arabica, and processed by the carbonic maceration method, which involves fermenting the whole fruit in a sealed container that has been flushed with CO2, then drying in the whole fruit. Corvus particularly focuses on processing methods and selective harvesting, which results in small, seasonal micro-lots of uniquely sweet, vibrant and clean flavor profiles. For more information, visit www.corvuscoffee.com. Bottom Line: A nuanced, multi-layered carbonic-macerated Colombia Sidra that’s firing on all cylinders, with invigorating aromatics and precisely focused fruit, floral and nut tones. An exciting, uniquely composed coffee. Explore Similar Coffees: Click here for more reviews from Corvus Coffee",https://www.coffeereview.com/review/colombia-villa-betulia-cm-sidra/
Costa Rica Hacienda Sonora Natural Milenio,Corvus Coffee,"Alajuela, Central Valley, Costa Rica",94,$19.00/8 ounces,December 2024,9,9,9,9,8,"Blind Assessment: Fruit-forward, chocolaty, sweetly herbaceous. Cheerwine cola, pomegranate, bay leaf, almond, dark chocolate in aroma and cup. Bight, juicy-sweet acidity; very full, satiny-smooth mouthfeel. Resonant finish consolidates to notes of Cheerwine cola and bay leaf with dark chocolate undertones. Notes: Produced by Diego Guardia and his family of Hacienda Sonora, entirely of the Milenia variety of Arabica, and processed by the natural method (dried in the whole fruit). Corvus particularly focuses on processing methods and selective harvesting, which results in small, seasonal micro-lots of uniquely sweet, vibrant and clean flavor profiles. For more information, visit www.corvuscoffee.com. Bottom Line: A lovely, austerely fruit-toned, balanced Costa Rica natural with supporting notes of rich chocolate and sweet herbs. Explore Similar Coffees: Click here for more reviews from Corvus Coffee",https://www.coffeereview.com/review/costa-rica-hacienda-sonora-natural-milenio/
Yabitu Koba Ethiopia,JBC Coffee Roasters,"Guji Zone, Oromia region, southern Ethiopia",93,$23.00/12 ounces,December 2024,9,9,8,9,8,"Blind Assessment: Balanced, quietly confident. Pink grapefruit, amber, apricot, green peppercorn, maple syrup in aroma and cup. Gently bright, juicy acidity; crisp, lightly satiny mouthfeel. Sweetly citrusy finish with a green peppercorn-like spice note. Notes: Produced by smallholding farmers, from selections of landrace varieties of Arabica native to Ethiopia, and processed by the washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Bottom Line: This sweet-toned, gently spicy washed Ethiopia is carried by notes of bright stone fruit, distinct citrus, and rich, resiny depth. Explore Similar Coffees: Click here for more reviews from JBC Coffee Roasters",https://www.coffeereview.com/review/yabitu-koba-ethiopia/
