title,price,url,origin,score,compound_sentiment,positive_sentiment,negative_sentiment,neutral_sentiment,textblob_polarity,textblob_subjectivity,top_descriptors,top_adjectives,descriptor_count,all_descriptors
Ethiopia Sidama Blossom Peak Washed G1,NT $480/227 grams,https://www.coffeereview.com/review/ethiopia-sidama-blossom-peak-washed-g1/,"Sidamo growing region, southern Ethiopia",93,0.5859,0.08,0.029,0.892,0.09666666666666665,0.495,"balanced, floral, sweet, smooth, bright","juicy, balanced, more, blind, bright",10,"floral, sweet, smooth, balanced, bright, rich, crisp, cocoa, chocolate, almond"
Costa Rica Rivense Finca El Mango Honey Process,$16.00/12 ounces,https://www.coffeereview.com/review/costa-rica-rivense-finca-el-mango-honey-process/,"Chirripo, Brunca growing region, Costa Rica",94,0.9287,0.124,0.019,0.857,0.2,0.5393939393939394,"berry, balanced, honey, sweet, smooth","balanced, more, blind, sweet, fresh",7,"berry, sweet, smooth, balanced, bright, complex, honey"
5a Poniente,$7.00/12 ounces,https://www.coffeereview.com/review/5a-poniente-5/,"Antigua Department, Guatemala",91,0.7506,0.053,0.016,0.932,0.12611111111111112,0.5672222222222222,"dark, crisp, chocolate, clove","more, blind, gentle, round, crisp",4,"dark, crisp, chocolate, clove"
Finca Retana,$24.00/12 ounces,https://www.coffeereview.com/review/finca-retana/,"Antigua Department, Guatemala",93,0.9271,0.093,0.015,0.892,0.12708333333333335,0.5708333333333333,"floral, nut, sweet, bright, aromatic","pink, resonant, more, blind, honeysuckle",6,"floral, sweet, bright, aromatic, apple, nut"
Tanzania AB Nsoga Iweyza,$14.00/12 ounces,https://www.coffeereview.com/review/tanzania-ab-nsoga-iweyza/,"Mbeya, Tanzania",93,0.9584,0.149,0.018,0.833,0.21354166666666669,0.4989583333333334,"sweet, honey, bright, rich, crisp","sweet, savory, wild, more, blind",5,"sweet, bright, rich, crisp, honey"
Espresso Bella Crema,$18.50/16 ounces,https://www.coffeereview.com/review/espresso-bella-crema-2/,Central America; South America,93,0.955,0.172,0.022,0.806,0.1411764705882353,0.4872549019607843,"sweet, nut, nutty, citrus, smooth","chocolaty, roasted, sweet, more, blind",13,"nutty, citrus, sweet, smooth, balanced, medium, dark, complex, crisp, chocolate, nut, hazelnut, molasses"
Finca Huixoc Pacamara,$20.00/12 ounces,https://www.coffeereview.com/review/finca-huixoc-pacamara-2/,"La Democracia, Huehuetenango Department, Guatemala",91,0.9022,0.09,0.015,0.895,0.21008771929824563,0.5179824561403509,"crisp, chocolate, sweet, rich, aromatic","crisp, more, blind, sweet, yellow",5,"sweet, rich, crisp, aromatic, chocolate"
Espresso Np. 7 Fincas Las Moritas Pacamaras,$24.00//12 ounces,https://www.coffeereview.com/review/espresso-np-7-fincas-las-moritas-pacamaras/,"San Antonio La Paz, El Progreso Department, Guatemala",93,0.7003,0.056,0.027,0.916,0.10092592592592592,0.5087962962962963,"chocolate, caramel, sweet, citrus, floral","sweet, more, blind, crisp, savory",8,"citrus, floral, caramel, sweet, bitter, complex, crisp, chocolate"
Uganda Sironko Station Natural,$21.00/16 ounces,https://www.coffeereview.com/review/uganda-sironko-station-natural/,"Bugisu Region, Uganda",92,0.9274,0.137,0.031,0.832,0.18676470588235294,0.48137254901960785,"chocolate, crisp, caramel, smooth, rich","crisp, natural, more, blind, tart",6,"caramel, smooth, rich, crisp, apple, chocolate"
X’mas Blend,NT $319/8 ounces,https://www.coffeereview.com/review/xmas-blend/,Ethiopia; El Salvador,93,0.9081,0.156,0.028,0.816,0.20681818181818182,0.5696969696969697,"fruity, balanced, bright, rich, dark","more, blind, pomegranate, dark, tangerine",6,"fruity, balanced, bright, rich, dark, chocolate"
Thai Law Wu,$20.50/12 ounces,https://www.coffeereview.com/review/thai-law-wu/,"Chiang Mai, Thailand",91,0.8481,0.105,0.024,0.871,0.1479166666666667,0.5098958333333334,"crisp, honey, cocoa, sweet, bright","crisp, black, rusty, more, blind",6,"sweet, bright, crisp, honey, apple, cocoa"
Guatemala Buenos Aires,$20.50/12 ounces,https://www.coffeereview.com/review/guatemala-buenos-aires/,"Huehuetenango Department, Guatemala",93,0.9001,0.154,0.025,0.821,0.1910714285714286,0.5470238095238096,"bright, chocolate, floral, sweet","bright, natural, rusty, more, blind",4,"floral, sweet, bright, chocolate"
Ngurueri Kenya,$22.00/12 ounces,https://www.coffeereview.com/review/ngurueri-kenya/,"Embu County, Kenya",94,0.9607,0.147,0.017,0.835,0.20673843700159492,0.4766917293233083,"sweet, balanced, bright, dark, complex","more, blind, sweet, savory, ripe",7,"sweet, balanced, bright, dark, complex, crisp, chocolate"
Ethiopia Dembi,$21.50/12 ounces,https://www.coffeereview.com/review/ethiopia-dembi/,"Sidamo growing region, southern Ethiopia",93,0.8945,0.124,0.023,0.852,0.08999999999999998,0.4871568627450981,"citrus, rich, complex, dark, apple","complex, natural, rusty, more, rich",7,"citrus, rich, dark, complex, apple, chocolate, almond"
El Salvador Unicorn,$24.00/8 ounces,https://www.coffeereview.com/review/el-salvador-unicorn-3/,"El Bálsamo Quetzaltepec, El Salvador",94,0.8779,0.117,0.023,0.86,0.13088235294117648,0.5009803921568627,"floral, complex, caramel, sweet, smooth","floral, complex, natural, more, blind",6,"floral, caramel, sweet, smooth, bright, complex"
Honduras Pacayal Regenerative Organic-Certified,$18.00/12 ounces,https://www.coffeereview.com/review/honduras-pacayal-regenerative-organic-certified/,"La Paz, Marcala growing region, Honduras",93,0.9153,0.135,0.022,0.843,0.10694444444444445,0.5625,"dark, chocolate, fruity, sweet, smooth","dark, pink, natural, regenerative, organic",7,"fruity, sweet, smooth, balanced, bright, dark, chocolate"
Decaf Mexico Esmeralda,$20.00/12 ounces,https://www.coffeereview.com/review/decaf-mexico-esmeralda/,"Oaxaca, Mexico",92,0.8885,0.127,0.023,0.851,0.09999999999999999,0.4861111111111111,"cocoa, nut, molasses, sweet","natural, utopian, more, blind, sweet",4,"sweet, cocoa, nut, molasses"
Guatemala Finca Los Dos Socios,$19.00/12 ounces,https://www.coffeereview.com/review/guatemala-finca-los-dos-socios/,"El Chalum, La Libertad, Huehuetenango Department, Guatemala",93,0.872,0.115,0.023,0.862,0.1920833333333333,0.5616666666666668,"chocolate, nut, nutty, sweet, smooth","utopian, more, blind, sweet, brisk",6,"nutty, sweet, smooth, crisp, chocolate, nut"
Costa Rica Red Java Honey Finca Los Pinitos,$29.00//12 ounces,https://www.coffeereview.com/review/costa-rica-red-java-honey-finca-los-pinitos/,"Alajuela, Central Valley, Costa Rica",95,0.9403,0.117,0.016,0.867,0.1157142857142857,0.4685714285714286,"honey, citrus, sweet, smooth, balanced","more, blind, sweet, pink, wild",9,"citrus, sweet, smooth, balanced, rich, complex, honey, apple, chocolate"
1994 Blend,$22.50/16 ounces,https://www.coffeereview.com/review/1994-blend-2/,Ethiopia,91,0.7906,0.096,0.024,0.88,0.146875,0.4677083333333334,"berry, chocolate, sweet, smooth","pink, full, more, blind, briskly",4,"berry, sweet, smooth, chocolate"
Costa Rica Finca El Cañal Double Diamond,$28.00/12 ounces,https://www.coffeereview.com/review/costa-rica-finca-el-canal-double-diamond/,"Alajuela, Central Valley, Costa Rica",94,0.8402,0.085,0.02,0.896,0.09999999999999999,0.5351190476190476,"sweet, chocolate, berry, balanced, bright","sweet, more, blind, tart, complex",7,"berry, sweet, balanced, bright, dark, complex, chocolate"
Ethiopia Sidama Arbegona Bochesa Natural,NT $379/8 ounces,https://www.coffeereview.com/review/ethiopia-sidama-arbegona-bochesa-natural/,"Sidamo growing region, southern Ethiopia",93,0.9595,0.19,0.022,0.788,0.11941176470588237,0.5756862745098039,"sweet, cocoa, rich, aromatic","sweet, natural, more, blind, multi",4,"sweet, rich, aromatic, cocoa"
Ethiopia Yirgacheffe Biloya Anaerobic,$35.00/12 ounces,https://www.coffeereview.com/review/ethiopia-yirgacheffe-biloya-anaerobic/,"Yirgacheffe growing region, south-central Ethiopia",92,0.4404,0.052,0.021,0.927,0.13687500000000002,0.4459375000000001,"berry, sweet, chocolate","tangy, sweet, savory, natural, whole",3,"berry, sweet, chocolate"
Ethiopia Sidama Arbegona Natural ASD TOH#2,NT $399/8 ounces,https://www.coffeereview.com/review/ethiopia-sidama-arbegona-natural-asd-toh2/,"Sidamo growing region, southern Ethiopia",92,0.25,0.042,0.024,0.934,0.18181818181818182,0.5143939393939394,"nutty, floral, sweet, cocoa, nut","whole, more, blind, sweet, brisk",5,"nutty, floral, sweet, cocoa, nut"
Rwanda Nyamasheke “Ireme” Anaerobic,$23.00/12 ounces,https://www.coffeereview.com/review/rwanda-nyamasheke-ireme-anaerobic/,"Nyamasheke, Western Province, Rwanda",92,0.9413,0.155,0.033,0.812,0.16057142857142856,0.5216349206349208,"chocolate, dark, sweet, rich, aromatic","tart, dark, anaerobic, whole, more",6,"sweet, rich, dark, aromatic, cherry, chocolate"
Colombia Water Process Decaf,$14.00/12 ounces,https://www.coffeereview.com/review/colombia-water-process-decaf/,Colombia,91,0.9022,0.122,0.021,0.857,0.29791666666666666,0.6027777777777779,"sweet, almond, nutty, citrus, chocolate","sweet, more, blind, briskly, full",5,"nutty, citrus, sweet, chocolate, almond"
Honduras Roger Dominguez,$20.00/8 ounces,https://www.coffeereview.com/review/honduras-roger-dominguez/,"La Paz, Marcala growing region, Honduras",94,0.875,0.12,0.024,0.857,0.09117647058823529,0.5681372549019609,"sweet, cocoa, berry, complex","sweet, natural, utopian, more, blind",4,"berry, sweet, complex, cocoa"
Ethiopia Sidama Bensa Hamasho Washed TOH#2,NT $349/8 ounces,https://www.coffeereview.com/review/ethiopia-sidama-bensa-hamasho-washed-toh2/,"Sidamo growing region, southern Ethiopia",94,0.743,0.089,0.027,0.884,0.125,0.5408333333333334,"cocoa, fruity, floral, sweet, bright","more, blind, sweet, aromatic, juicy",6,"fruity, floral, sweet, bright, aromatic, cocoa"
Kenya Kiamwangi Factory AA TOP,NT $389/8 ounces,https://www.coffeereview.com/review/kenya-kiamwangi-factory-aa-top/,"Nyeri growing region, south-central Kenya",94,0.8126,0.089,0.031,0.879,0.11319444444444444,0.4972222222222223,"floral, sweet, rich, complex, crisp","black, more, blind, sweet, agave",5,"floral, sweet, rich, complex, crisp"
Ethiopia Anaerobic Washed Wild Rose,NT $500/8 ounces,https://www.coffeereview.com/review/ethiopia-anaerobic-washed-wild-rose/,"Sidamo growing region, Ethiopia",92,0.9661,0.168,0.018,0.814,0.1484375,0.5302083333333334,"floral, sweet, crisp, aromatic","tart, more, blind, aromatic, pink",4,"floral, sweet, crisp, aromatic"
Ethiopia Alo Chilaka Natural,$22.00/12 ounces,https://www.coffeereview.com/review/ethiopia-alo-chilaka-natural/,"Sidamo growing region, southern Ethiopia",94,0.9612,0.172,0.029,0.799,0.14482456140350877,0.4971052631578948,"sweet, smooth, bright, clean, aromatic","sweet, natural, more, blind, meyer",6,"sweet, smooth, bright, clean, aromatic, almond"
PNG New Heaven,NT $500/8 ounces,https://www.coffeereview.com/review/png-new-heaven/,Papua New Guinea,92,0.9042,0.112,0.02,0.868,0.16607142857142856,0.4535714285714286,"cocoa, sweet, balanced, crisp, citrus","sweet, crisp, balanced, more, blind",8,"citrus, sweet, smooth, balanced, rich, crisp, aromatic, cocoa"
Costa Rica La Laguna Lot Secret Stash,$20.00/8 ounces,https://www.coffeereview.com/review/costa-rica-la-laguna-lot-secret-stash/,"Tarrazu, Costa Rica",94,0.9169,0.143,0.022,0.835,0.09477777777777778,0.44266666666666676,"chocolate, rich","natural, old, more, blind, rich",2,"rich, chocolate"
Colombia Monteblanco Nectar Citrullus Secret Stash,$20.00/8 ounces,https://www.coffeereview.com/review/colombia-monteblanco-nectar-citrullus-secret-stash/,"Peñas Blancas Mountains, Acevedo, Colombia",94,0.9076,0.114,0.02,0.866,0.13273809523809524,0.5095238095238096,"chocolate, sweet, complex, crisp","old, more, blind, sweet, tart",4,"sweet, complex, crisp, chocolate"
Colombia El Mirador Natural Secret Stash,$20.00/8 ounces,https://www.coffeereview.com/review/colombia-el-mirador-natural-secret-stash/,"Huila Department, Colombia",93,0.8402,0.089,0.049,0.862,0.13041666666666668,0.5304166666666666,"chocolate, citrus, berry, sweet, balanced","thermal, chocolaty, old, more, blind",8,"citrus, berry, sweet, balanced, bright, rich, chocolate, nut"
Sumatra Suku Batak,$17.25/200 grams,https://www.coffeereview.com/review/sumatra-suku-batak/,"Lintongnihuta, northern Sumatra, Indonesia",93,0.9042,0.131,0.024,0.845,0.15833333333333333,0.5666666666666668,"sweet, rich, tobacco, smooth, earthy","sweet, rich, more, blind, earthy",6,"sweet, smooth, earthy, rich, aromatic, tobacco"
Bolivia Finca Alasitas Geisha Natural,$40.00/150 grams,https://www.coffeereview.com/review/bolivia-finca-alasitas-geisha-natural/,"Caranavi, Bolivia",93,0.9571,0.174,0.034,0.792,0.10740740740740741,0.5671296296296297,"cocoa, floral, citrus, sweet, smooth","floral, tropical, natural, more, blind",8,"citrus, floral, sweet, smooth, bright, complex, crisp, cocoa"
Costa Rica La Casilla Secret Stash,$20.00/8 ounces,https://www.coffeereview.com/review/costa-rica-la-casilla-secret-stash/,"Tarrazu, Costa Rica",93,0.9459,0.147,0.02,0.833,0.21923076923076923,0.5083333333333334,"cocoa, sweet, honey, smooth","sweet, old, more, blind, smooth",4,"sweet, smooth, honey, cocoa"
Ballista Espresso,$18.45/12 ounces,https://www.coffeereview.com/review/ballista-espresso/,"Ethiopia, Brazil",94,0.8834,0.105,0.026,0.869,0.041666666666666664,0.4944444444444445,"chocolate, dark, fruity, berry, complex","purple, natural, more, blind, goji",5,"fruity, berry, dark, complex, chocolate"
Colombia Finca Juan Martin Sidra Natural,$38.00/12 ounces,https://www.coffeereview.com/review/colombia-finca-juan-martin-sidra-natural/,"Sotara, Cauca Department, Colombia",93,0.928,0.138,0.031,0.831,0.1125,0.5160714285714286,"cherry, chocolate","natural, more, blind, brisk, plush",2,"cherry, chocolate"
Ethiopia Natural Lion 88,NT $500/8 ounces,https://www.coffeereview.com/review/ethiopia-natural-lion-88/,"Guji Zone, Oromia region, southern Ethiopia",94,0.9538,0.162,0.02,0.818,0.07631578947368421,0.5017543859649124,"sweet, balanced, chocolate, dark, complex","sweet, balanced, deep, more, blind",9,"sweet, balanced, dark, complex, crisp, aromatic, cocoa, chocolate, nut"
Colombia Santa Monica Pink Bourbon Honey Co-Ferment Strawberry,$38.00/12 ounces,https://www.coffeereview.com/review/colombia-santa-monica-pink-bourbon-honey-co-ferment-strawberry/,"Quindio Department, Colombia",93,0.6908,0.064,0.021,0.915,0.13,0.495,"cocoa, berry, sweet, bright, crisp","pink, more, blind, sweet, wild",6,"berry, sweet, bright, crisp, honey, cocoa"
Cruz Loma Ecuador,$22.00/8 ounces,https://www.coffeereview.com/review/cruz-loma-ecuador/,"San José de Minas, Pichincha Province, Ecuador",94,0.9761,0.185,0.017,0.799,0.2984375,0.6405505952380952,"cocoa, sweet, aromatic","more, blind, delicate, aromatic, sparkling",3,"sweet, aromatic, cocoa"
Ethiopia Washed Baby Geisha,NT $500/8 ounces,https://www.coffeereview.com/review/ethiopia-washed-baby-geisha/,"Djimma Limu, Sidamo growing region, Ethiopia",93,0.8658,0.094,0.02,0.886,0.1294871794871795,0.49102564102564106,"cocoa, citrus, sweet, bright","juicy, more, blind, high, sweet",4,"citrus, sweet, bright, cocoa"
Colombia El Paraiso Geisha Anti-Maceration,$29.00/50 grams,https://www.coffeereview.com/review/colombia-el-paraiso-geisha-anti-maceration/,"Piendamo, Cauca Department, Colombia",95,0.2023,0.041,0.042,0.918,0.12305555555555557,0.5885185185185184,"floral, sweet, bright, light, complex","thermal, more, blind, sweet, bright",7,"floral, sweet, bright, light, complex, cherry, hazelnut"
El Faldon Colombia,$25.00/12 ounces,https://www.coffeereview.com/review/el-faldon-colombia/,"Huila Department, Colombia",93,0.9648,0.157,0.018,0.826,0.20558823529411765,0.5871848739495799,"sweet, cocoa, floral, smooth, rich","sweet, more, blind, tart, gentle",6,"floral, sweet, smooth, rich, aromatic, cocoa"
Costa Rica La Pastora Secret Stash,$20.00/8 ounces,https://www.coffeereview.com/review/costa-rica-la-pastora-secret-stash/,"Tarrazu, Costa Rica",93,0.9274,0.139,0.033,0.827,0.13912698412698413,0.4195238095238096,"sweet, fruity, caramel, smooth, bold","sweet, old, more, blind, dark",8,"fruity, caramel, sweet, smooth, bold, dark, crisp, chocolate"
Panama Bambito Gesha,$55.00/8 ounces,https://www.coffeereview.com/review/panama-bambito-gesha/,"Bambito Mountains, Chiriqui, Panama",94,0.872,0.102,0.032,0.867,0.12474358974358973,0.6043589743589745,"cocoa, sweet, crisp","like, more, blind, fresh, vibrant",3,"sweet, crisp, cocoa"
Panama Lamastus Family Elida Estate Loma Geisha Washed,"NT $1,695/4 ounces",https://www.coffeereview.com/review/panama-lamastus-family-elida-estate-loma-geisha-washed/,"Boquete growing region, western Panama",97,0.9498,0.16,0.021,0.819,0.13498217468805707,0.5644830659536542,"complex, cocoa, citrus, floral, balanced","complex, more, blind, elegant, delicate",9,"citrus, floral, balanced, bright, rich, complex, apple, cocoa, almond"
